region_id,region_nombre,comuna_id,comuna_nombre,candidato,votos_preliminar,total_votos,p_votos
3001,DE TARAPACA,2501,IQUIQUE,EDUARDO ARTES BRICHETTI,982,74030,.013264893
3001,DE TARAPACA,2501,IQUIQUE,FRANCO PARISI FERNANDEZ,15755,74030,.21281913
3001,DE TARAPACA,2501,IQUIQUE,GABRIEL BORIC FONT,15562,74030,.21021208
3001,DE TARAPACA,2501,IQUIQUE,JOSE ANTONIO KAST RIST,24113,74030,.3257193
3001,DE TARAPACA,2501,IQUIQUE,MARCO ENRIQUEZ-OMINAMI GUMUCIO,4687,74030,.063312173
3001,DE TARAPACA,2501,IQUIQUE,SEBASTIAN SICHEL RAMIREZ,6581,74030,.088896394
3001,DE TARAPACA,2501,IQUIQUE,Total Sufragios Emitidos,74030,74030,1
3001,DE TARAPACA,2501,IQUIQUE,Total Suma Calculada,74030,74030,1
3001,DE TARAPACA,2501,IQUIQUE,Votos Blancos,404,74030,.0054572471
3001,DE TARAPACA,2501,IQUIQUE,Votos Nulos,556,74030,.0075104688
3001,DE TARAPACA,2501,IQUIQUE,YASNA PROVOSTE CAMPILLAY,6037,74030,.08154802
3001,DE TARAPACA,2502,ALTO HOSPICIO,EDUARDO ARTES BRICHETTI,263,24579,.010700191
3001,DE TARAPACA,2502,ALTO HOSPICIO,FRANCO PARISI FERNANDEZ,9884,24579,.40213192
3001,DE TARAPACA,2502,ALTO HOSPICIO,GABRIEL BORIC FONT,3183,24579,.12950079
3001,DE TARAPACA,2502,ALTO HOSPICIO,JOSE ANTONIO KAST RIST,5860,24579,.23841491
3001,DE TARAPACA,2502,ALTO HOSPICIO,MARCO ENRIQUEZ-OMINAMI GUMUCIO,1712,24579,.069652952
3001,DE TARAPACA,2502,ALTO HOSPICIO,SEBASTIAN SICHEL RAMIREZ,1212,24579,.049310386
3001,DE TARAPACA,2502,ALTO HOSPICIO,Total Sufragios Emitidos,24579,24579,1
3001,DE TARAPACA,2502,ALTO HOSPICIO,Total Suma Calculada,24579,24579,1
3001,DE TARAPACA,2502,ALTO HOSPICIO,Votos Blancos,70,24579,.0028479598
3001,DE TARAPACA,2502,ALTO HOSPICIO,Votos Nulos,173,24579,.007038529
3001,DE TARAPACA,2502,ALTO HOSPICIO,YASNA PROVOSTE CAMPILLAY,2212,24579,.089995526
3001,DE TARAPACA,2503,POZO ALMONTE,EDUARDO ARTES BRICHETTI,58,5155,.011251212
3001,DE TARAPACA,2503,POZO ALMONTE,FRANCO PARISI FERNANDEZ,2049,5155,.39747816
3001,DE TARAPACA,2503,POZO ALMONTE,GABRIEL BORIC FONT,544,5155,.10552862
3001,DE TARAPACA,2503,POZO ALMONTE,JOSE ANTONIO KAST RIST,1260,5155,.2444229
3001,DE TARAPACA,2503,POZO ALMONTE,MARCO ENRIQUEZ-OMINAMI GUMUCIO,276,5155,.053540252
3001,DE TARAPACA,2503,POZO ALMONTE,SEBASTIAN SICHEL RAMIREZ,229,5155,.044422891
3001,DE TARAPACA,2503,POZO ALMONTE,Total Sufragios Emitidos,5155,5155,1
3001,DE TARAPACA,2503,POZO ALMONTE,Total Suma Calculada,5155,5155,1
3001,DE TARAPACA,2503,POZO ALMONTE,Votos Blancos,29,5155,.005625606
3001,DE TARAPACA,2503,POZO ALMONTE,Votos Nulos,46,5155,.008923375
3001,DE TARAPACA,2503,POZO ALMONTE,YASNA PROVOSTE CAMPILLAY,664,5155,.12880698
3001,DE TARAPACA,2504,CAMIÃA,EDUARDO ARTES BRICHETTI,3,883,.0033975085
3001,DE TARAPACA,2504,CAMIÃA,FRANCO PARISI FERNANDEZ,328,883,.37146091
3001,DE TARAPACA,2504,CAMIÃA,GABRIEL BORIC FONT,60,883,.067950167
3001,DE TARAPACA,2504,CAMIÃA,JOSE ANTONIO KAST RIST,384,883,.43488109
3001,DE TARAPACA,2504,CAMIÃA,MARCO ENRIQUEZ-OMINAMI GUMUCIO,16,883,.018120045
3001,DE TARAPACA,2504,CAMIÃA,SEBASTIAN SICHEL RAMIREZ,31,883,.035107587
3001,DE TARAPACA,2504,CAMIÃA,Total Sufragios Emitidos,883,883,1
3001,DE TARAPACA,2504,CAMIÃA,Total Suma Calculada,883,883,1
3001,DE TARAPACA,2504,CAMIÃA,Votos Blancos,7,883,.0079275202
3001,DE TARAPACA,2504,CAMIÃA,Votos Nulos,7,883,.0079275202
3001,DE TARAPACA,2504,CAMIÃA,YASNA PROVOSTE CAMPILLAY,47,883,.053227633
3001,DE TARAPACA,2505,COLCHANE,EDUARDO ARTES BRICHETTI,4,915,.0043715849
3001,DE TARAPACA,2505,COLCHANE,FRANCO PARISI FERNANDEZ,433,915,.47322404
3001,DE TARAPACA,2505,COLCHANE,GABRIEL BORIC FONT,17,915,.018579235
3001,DE TARAPACA,2505,COLCHANE,JOSE ANTONIO KAST RIST,419,915,.4579235
3001,DE TARAPACA,2505,COLCHANE,MARCO ENRIQUEZ-OMINAMI GUMUCIO,5,915,.0054644807
3001,DE TARAPACA,2505,COLCHANE,SEBASTIAN SICHEL RAMIREZ,10,915,.010928961
3001,DE TARAPACA,2505,COLCHANE,Total Sufragios Emitidos,915,915,1
3001,DE TARAPACA,2505,COLCHANE,Total Suma Calculada,915,915,1
3001,DE TARAPACA,2505,COLCHANE,Votos Blancos,1,915,.0010928962
3001,DE TARAPACA,2505,COLCHANE,Votos Nulos,8,915,.0087431697
